model,item_id,correlation,kind,kind_label,model_short
Claude Sonnet 4.6,10.1038_nature16981,0.6400101184844971,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1038_nclimate1927,0.6233048439025879,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1038_ncomms12288,0.6436569094657898,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1038_ncomms1442,0.6561011672019958,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1038_ncomms3814,0.653964102268219,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1038_ncomms4976,0.6621088981628418,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1038_ncomms5939,0.6454295516014099,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1038_ncomms6306,0.619848906993866,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1038_nn.3087,0.6402000784873962,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1038_s41467-017-00731-0,0.6552567481994629,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1038_s41467-017-02036-8,0.6166439652442932,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1038_s41467-018-04775-8,0.6431791186332703,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1038_s41467-020-14712-3,0.6764390468597412,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1038_s41467-020-15661-7,0.6711490154266357,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1038_s41467-020-20436-1,0.7018982768058777,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1038_s41467-022-33551-y,0.6669903993606567,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1038_s41467-023-38592-5,0.6592147946357727,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1038_s41467-024-49505-5,0.65733402967453,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1038_s41559-019-0907-1,0.6580078601837158,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1038_s41559-020-01384-x,0.6488798260688782,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1038_s41562-017-0138,0.670576274394989,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1038_s41562-017-0191-5,0.650809109210968,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1038_s41562-018-0385-5,0.6641210913658142,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1038_s41562-019-0707-2,0.6805297136306763,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1038_s41562-020-00950-4,0.6439372301101685,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1038_s41562-021-01059-y,0.6638434529304504,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1038_s41562-022-01457-w,0.6385330557823181,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1038_s41598-017-02625-z,0.6308051347732544,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1038_s41598-017-02952-1,0.6109912991523743,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1038_s41598-017-11580-8,0.6326718330383301,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1038_s41598-017-12490-5,0.6359827518463135,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1038_s41598-017-12742-4,0.6084494590759277,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1038_s41598-017-12823-4,0.6595298051834106,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1038_s41598-017-13918-8,0.6398034691810608,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1038_s41598-017-16140-8,0.6637598276138306,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1038_s41598-017-17481-0,0.6867649555206299,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1038_s41598-017-18727-7,0.7046462297439575,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1038_s41598-018-34116-0,0.6298812031745911,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1038_s41598-018-34435-2,0.6760583519935608,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1038_s41598-018-36486-x,0.6413623094558716,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1038_s41598-018-38323-7,0.601191520690918,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1038_s41598-019-44725-y,0.6254939436912537,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1038_s41598-019-52524-8,0.6518332362174988,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1038_s41598-020-57562-1,0.666399359703064,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1038_s41598-020-60349-z,0.6869394779205322,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1038_s41598-020-61634-7,0.6335036754608154,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1038_s41598-020-64930-4,0.6411446332931519,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1038_s41598-020-65516-w,0.6786158680915833,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1038_s41598-020-73314-7,0.6478002071380615,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1038_s41598-020-73564-5,0.667078971862793,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1038_s41598-020-73855-x,0.6736626029014587,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1038_s41598-020-79731-y,0.6233905553817749,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1038_s41598-021-03045-w,0.6533015370368958,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1038_s41598-021-04217-4,0.6661295294761658,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1038_s41598-021-85814-1,0.6457139849662781,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1038_s41598-021-86668-3,0.6413369178771973,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1038_s41598-021-87019-y,0.6814818382263184,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1038_s41598-021-88663-0,0.63517826795578,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1038_s41598-021-89563-z,0.6297232508659363,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1038_s41598-021-89675-6,0.6668530106544495,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1038_s41598-021-93598-7,0.6474605798721313,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1038_s41598-021-95130-3,0.68520188331604,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1038_s41598-021-95303-0,0.6554550528526306,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1038_s41598-021-97001-3,0.6404048800468445,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1038_s41598-022-10582-5,0.6493754386901855,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1038_s41598-022-18797-2,0.6675618290901184,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1038_s41598-022-23454-9,0.6437903642654419,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1038_s41598-022-26890-9,0.6816278696060181,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1038_s41598-023-33167-2,0.6515839695930481,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1038_s41598-023-36318-7,0.6764826774597168,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1038_s41598-023-37286-8,0.6470046639442444,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1038_s41598-023-41519-1,0.6524251103401184,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1038_s41598-023-41886-9,0.6073887348175049,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1038_s41598-023-43918-w,0.6459616422653198,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1038_s41598-023-46944-w,0.6251171827316284,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1038_s41598-023-50414-8,0.6683576107025146,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1038_s41598-024-57842-0,0.6530877947807312,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1038_s41598-024-67268-3,0.6584029197692871,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1038_s41598-024-69206-9,0.6366443634033203,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1038_s41598-024-71106-x,0.671436607837677,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1038_s41598-024-72939-2,0.6571985483169556,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1038_s41598-024-80733-3,0.6695815324783325,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1038_s41598-025-07863-0,0.6352741122245789,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1038_s41598-025-87322-y,0.6522572040557861,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1038_s41598-025-98728-z,0.666195273399353,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1038_s41893-022-00877-w,0.6565917134284973,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1038_s42003-021-02865-w,0.6468337774276733,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1038_srep00344,0.6601443886756897,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1038_srep00458,0.6620518565177917,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1038_srep01521,0.6294169425964355,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1038_srep01735,0.6623054146766663,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1038_srep02695,0.6745692491531372,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1038_srep03055,0.6337125301361084,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1038_srep06025,0.6584998965263367,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1038_srep06421,0.6322838068008423,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1038_srep07843,0.635113000869751,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1038_srep08237,0.6724720597267151,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1038_srep08917,0.6640304327011108,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1038_srep09098,0.6579887866973877,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1038_srep10321,0.7102609276771545,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1038_srep10639,0.63383549451828,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1038_srep11027,0.6554527878761292,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1038_srep12797,0.6329771280288696,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1038_srep14783,0.6467244625091553,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1038_srep17050,0.6786683201789856,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1038_srep17752,0.6163023710250854,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1038_srep18182,0.7042886018753052,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1038_srep20767,0.6643328666687012,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1038_srep21104,0.6516433954238892,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1038_srep23006,0.6439409852027893,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1038_srep23919,0.6973907947540283,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1038_srep25413,0.687271237373352,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1038_srep28809,0.6496721506118774,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1038_srep31927,0.6428887844085693,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1038_srep36079,0.6527755260467529,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1038_srep38304,0.6869547963142395,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1038_srep38349,0.6749745607376099,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1038_srep41870,0.6560384631156921,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1038_srep42735,0.6745500564575195,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1038_srep42844,0.6986645460128784,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1038_srep46634,0.6670932173728943,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1046_j.1461-0248.2002.00358.x,0.6503136157989502,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1051_mmnp_2023013,0.6478114128112793,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1057_978-1-137-50247-6_2,0.6288284659385681,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1057_s41599-019-0249-2,0.6495224237442017,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1057_s41599-020-0419-2,0.6729079484939575,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1057_s41599-022-01436-6,0.6981014013290405,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1063_1.3621719,0.6143363118171692,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1063_1.5051422,0.633375883102417,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1063_1.5085076,0.6455517411231995,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1063_1.5119395,0.658760130405426,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1063_5.0037956,0.6526325345039368,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1063_5.0088493,0.6422613859176636,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1063_5.0099697,0.6706797480583191,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1063_5.0102483,0.6746946573257446,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1063_5.0135376,0.6468819975852966,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1063_5.0139874,0.6797962784767151,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1063_5.0147226,0.6316906809806824,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1063_5.0215702,0.6516284942626953,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1063_5.0231158,0.6715019941329956,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1063_5.0232207,0.6640424132347107,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1063_5.0233220,0.6704170107841492,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1063_5.0235953,0.6592182517051697,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1063_5.0250120,0.6161200404167175,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1063_5.0253511,0.6624331474304199,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1063_5.0256342,0.6130664944648743,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1063_5.0268194,0.6234298348426819,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1073_pnas.0407370102,0.6670189499855042,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1073_pnas.0500938102,0.6454790830612183,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1073_pnas.0502399102,0.6922470927238464,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1073_pnas.0504902103,0.6473049521446228,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1073_pnas.0507229103,0.6743037700653076,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1073_pnas.0630443100,0.6473551392555237,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1073_pnas.0712173105,0.6355840563774109,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1073_pnas.0808450106,0.6301202178001404,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1073_pnas.0905918106,0.6835775375366211,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1073_pnas.0908855106,0.6403188705444336,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1073_pnas.0913149107,0.6621144413948059,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1073_pnas.1105456108,0.6860665678977966,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1073_pnas.1105604108,0.6559085249900818,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1073_pnas.1108243108,0.6483348608016968,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1073_pnas.1108996108,0.6836652755737305,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1073_pnas.1115219109,0.6788062453269958,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1073_pnas.1120867109,0.6531193256378174,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1073_pnas.1214167110,0.6312299966812134,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1073_pnas.1215443110,0.6288673281669617,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1073_pnas.1301210110,0.6556393504142761,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1073_pnas.1315273111,0.6432525515556335,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1073_pnas.1320451111,0.6366465091705322,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1073_pnas.1400827111,0.6823910474777222,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1073_pnas.1505067112,0.6535364985466003,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1073_pnas.1604989113,0.613749623298645,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1073_pnas.1605115113,0.6621352434158325,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1073_pnas.1606456113,0.6495513916015625,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1073_pnas.1608164114,0.6660032868385315,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1073_pnas.1608990113,0.6619307398796082,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1073_pnas.161155698,0.7354022264480591,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1073_pnas.1703857114,0.6624618172645569,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1073_pnas.1704032114,0.6836572289466858,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1073_pnas.1707505115,0.7157341241836548,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1073_pnas.1808241115,0.6269229650497437,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1073_pnas.1900078116,0.6686177253723145,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1073_pnas.2013744117,0.6585797667503357,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1073_pnas.2014759117,0.6633157134056091,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1073_pnas.2106028118,0.6598467826843262,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1073_pnas.2207029120,0.6691029071807861,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1073_pnas.2302475120,0.6715524196624756,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1073_pnas.2319925121,0.647336483001709,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1073_pnas.2322072121,0.661438524723053,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1073_pnas.2403386121,0.6996421217918396,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1073_pnas.2406885121,0.6896775960922241,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1073_pnas.2408802121,0.6838201880455017,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1073_pnas.2415010122,0.6375753283500671,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1073_pnas.2500960122,0.642206072807312,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1073_pnas.2508479122,0.6672302484512329,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1073_pnas.93.23.13421,0.6417422294616699,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1075_is.19011.qir,0.6392399072647095,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1080_00036846.2011.591740,0.6279350519180298,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1080_0013791x.2011.650839,0.6430381536483765,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1080_00220485.2018.1551097,0.652545154094696,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1080_0022250x.2019.1602045,0.6551072001457214,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1080_01605682.2023.2269984,0.6486098766326904,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1080_02699931.2022.2146057,0.6750847697257996,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1080_08941920.2016.1209266,0.6375308632850647,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1080_09638180.2011.631734,0.6479863524436951,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1080_10576100490438246,0.6236182451248169,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1080_13504851.2011.572844,0.6684836745262146,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1080_13504851.2022.2156458,0.6201643347740173,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1080_13504851.2024.2363290,0.6786161661148071,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1080_15534510.2012.729493,0.6517414450645447,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1080_15534510.2019.1641147,0.6624904870986938,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1080_15534510802469156,0.6552345752716064,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1080_17419166.2018.1493992,0.6371621489524841,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1080_17419166.2020.1756264,0.6220240592956543,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1080_17470919.2017.1411828,0.645078182220459,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1080_17565529.2016.1174664,0.6993237137794495,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1086_286052,0.6456802487373352,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1086_321298,0.6750346422195435,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1086_381411,0.6839987635612488,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1086_393069,0.6429173350334167,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1086_425623,0.6486403942108154,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1086_506529,0.6683980822563171,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1086_510602,0.6884755492210388,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1086_518568,0.6659001111984253,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1086_588262,0.6607715487480164,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1086_681231,0.6379808783531189,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1086_682418,0.6903843283653259,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1086_684166,0.6249189376831055,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1086_684229,0.6541894674301147,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1086_687872,0.6310853362083435,individual_papers,Individual papers,Claude Sonnet 4.6
Claude Sonnet 4.6,10.1086_687873,0.6737078428268433,individual_papers,Individual papers,Claude Sonnet 4.6
